run_id,seeds,eval_mean_survival_rate,eval_survival_between_seed_std,eval_mean_final_energy,eval_final_energy_between_seed_std
H00,3,0.4506666666666666,0.031770006819850295,8.237270119750997,1.6033640467882713
H_BATCH_HIGH,3,0.4673333333333333,0.006429100507328626,8.967672695906447,0.236289392458213
H_BATCH_LOW,3,0.45,0.03117691453623982,8.397569725661164,1.7344350902485584
H_EPSILON_HIGH,3,0.42133333333333334,0.0064291005073286375,7.001069859589951,0.5451023986047399
H_EPSILON_LOW,3,0.4526666666666666,0.0317700068198503,4.491931925270662,7.965258245843645
H_LR_HIGH,3,0.4573333333333333,0.02715388247255506,8.652568241265511,1.038852253984422
H_LR_LOW,3,0.4673333333333333,0.006429100507328626,9.407948752822996,0.6013776751038437
H_TARGET_HIGH,3,0.4526666666666667,0.0238607068908977,8.457054513088476,0.8993749353736457
H_TARGET_LOW,3,0.4713333333333333,0.003055050463303866,9.435207737322251,0.06676185277186328
