run_id,seed,episode,episodes,mean_objective_return,objective_return_std,survival_rate,mean_final_energy,final_energy_std,mean_survivor_energy,mean_failure_energy
B,202,0,100,-7.932480946430794,10.172179046046379,0.3,-7.932480946430794,10.172179046046379,2.319537705975523,-12.326203226033504
B,202,250,100,-0.3396312740764627,32.697507179068175,0.48,-0.3396312740764627,32.697507179068175,30.91929401183477,-29.194023845686836
B,202,500,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,750,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,1000,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,1250,100,-7.944521238602498,32.82113441676736,0.45,-7.944521238602498,32.82113441676736,24.183239168188027,-34.2308706623402
B,202,1500,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,1750,100,0.37125956901511115,32.637225877472574,0.49,0.37125956901511115,32.637225877472574,30.93098697407659,-28.990047153494938
B,202,2000,100,-3.1074519902313558,40.926120726281304,0.42,-3.1074519902313558,40.926120726281304,37.47715738748543,-32.49630705685386
B,202,2250,100,8.848127075481253,31.461295201701006,0.49,8.848127075481253,31.461295201701006,39.35059807906096,-20.458168594624745
B,202,2500,100,2.91558287816963,32.84967094165732,0.52,2.91558287816963,32.84967094165732,31.827003362841193,-28.405122646891233
B,202,2750,100,2.9371244246527346,32.86012016309088,0.52,2.9371244246527346,32.86012016309088,31.827003362841193,-28.36024442505143
B,202,3000,100,8.848127075481253,31.461295201701006,0.49,8.848127075481253,31.461295201701006,39.35059807906096,-20.458168594624745
B,202,3250,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,3500,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,3750,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,4000,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,4250,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,4500,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,4750,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
B,202,5000,100,9.90006493695486,33.154749931623414,0.48,9.90006493695486,33.154749931623414,42.64042204257922,-20.321803160544547
