run_id,seed,episode,episodes,mean_objective_return,objective_return_std,survival_rate,mean_final_energy,final_energy_std,mean_survivor_energy,mean_failure_energy
D,303,0,100,-7.357346323687097,8.315266584786505,0.02,-7.357346323687097,8.315266584786505,0.5562839451696782,-7.518848982235196
D,303,250,100,3.778624638198429,4.8753092310227695,0.76,3.778624638198429,4.8753092310227695,5.939887702616367,-3.065375065791707
D,303,500,100,3.778624638198429,4.8753092310227695,0.76,3.778624638198429,4.8753092310227695,5.939887702616367,-3.065375065791707
D,303,750,100,4.324527326229736,5.1527442678655895,0.75,4.324527326229736,5.1527442678655895,6.769681880072728,-3.0109363352992373
D,303,1000,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,1250,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,1500,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,1750,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,2000,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,2250,100,4.364555376458945,5.05667640906277,0.75,4.364555376458945,5.05667640906277,6.769681880072728,-2.8508241343824015
D,303,2500,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,2750,100,3.5550617392617143,5.738958382756213,0.78,3.5550617392617143,5.738958382756213,5.863334865865156,-4.628815709605032
D,303,3000,100,4.045082794264604,6.6374460927406504,0.74,4.045082794264604,6.6374460927406504,7.143049824879125,-4.772207985176721
D,303,3250,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,3500,100,3.5550617392617143,5.738958382756213,0.78,3.5550617392617143,5.738958382756213,5.863334865865156,-4.628815709605032
D,303,3750,100,4.045082794264604,6.6374460927406504,0.74,4.045082794264604,6.6374460927406504,7.143049824879125,-4.772207985176721
D,303,4000,100,3.5550617392617143,5.738958382756213,0.78,3.5550617392617143,5.738958382756213,5.863334865865156,-4.628815709605032
D,303,4250,100,4.324527326229736,5.1527442678655895,0.75,4.324527326229736,5.1527442678655895,6.769681880072728,-3.0109363352992373
D,303,4500,100,3.8279427972595825,5.686420008154713,0.75,3.8279427972595825,5.686420008154713,6.197817060623087,-3.2816799928309366
D,303,4750,100,3.5550617392617143,5.738958382756213,0.78,3.5550617392617143,5.738958382756213,5.863334865865156,-4.628815709605032
D,303,5000,100,3.5550617392617143,5.738958382756213,0.78,3.5550617392617143,5.738958382756213,5.863334865865156,-4.628815709605032
