run_id,checkpoint_episode,mean_final_energy,between_seed_energy_std,mean_survival,between_seed_survival_std
A,5000,9.235836239624627,1.8329794862252184,0.47000000000000003,0.03741657386773943
B,5000,10.106050023919003,3.894416367917403,0.5519999999999999,0.1080277742064512
C,5000,2.9434532178716997,0.7641723378681626,0.6839999999999999,0.0450555213042752
D,5000,3.0349596100368723,0.5237626336897077,0.708,0.047644516998286375
