run_id,late_objective_return,late_final_energy,late_final_energy_variability,late_train_survival,late_td_loss,late_td_loss_variability,late_gradient_norm,late_max_gradient_norm,late_weight_norm,late_mean_abs_q,late_max_abs_q,late_target_distance,evaluation_final_energy_variability
A,5.194111265409492,5.194111265409492,29.78586613537835,0.45760000000000006,94.1959055015564,11.692887087578729,45.3258106145223,112.39874420166015,29.809441008758547,5.541390310621262,36.0182430267334,0.3439800107754767,31.93971288284896
B,6.202175119688431,6.202175119688431,29.04956328868973,0.48040000000000005,99.3803576037089,12.113395847733386,42.664692609024044,105.62513885498046,29.95006769104004,4.971426939614614,32.25973052978516,,26.525073143414385
C,2.284868224047437,2.284868224047437,9.349445027115861,0.6648000000000001,14.827153204003668,38.713582963325116,31.00532919117071,1408.6622192382813,16.57687793121338,4.538594934064958,10.992718696594238,0.22162543891556558,6.88259251978663
D,1.8192008769836066,1.8192008769836066,9.27166686206414,0.6468,14.11262898304677,33.765129015433786,30.442327061643404,1195.2585571289062,16.72992925186157,4.460743647165348,11.03335952758789,,6.900999973479699
