run_id,seeds,eval_mean_final_energy,between_seed_final_energy_std,mean_within_policy_final_energy_std,eval_survival_rate,between_seed_survival_std
A,5,8.694519443061083,0.651724136453555,31.93971288284896,0.46319999999999995,0.008555699854482962
B,5,7.453728894103752,2.056602687580401,26.525073143414385,0.5076,0.12573305054757875
C,5,2.6620747234796176,0.3163390700868356,6.88259251978663,0.6708000000000001,0.01136661779070621
D,5,2.6121871572716864,0.111721399057045,6.900999973479699,0.6636,0.013221195104830738
